id,version,ticker,city,market_type,side,suggested_price,confidence,edge_pct,estimated_temp,forecast_temp,market_yes_price,settled,actual_temp,pnl_cents,created_at
398,v2,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,82,0.4,61.111111111111114,49.0,49.0,18,0,,0,2026-02-20 15:15:49
399,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,93.93939393939394,70.0,70.0,99,0,,0,2026-02-20 15:15:49
400,v2,KXHIGHNY-26FEB20-B39.5,NYC,high,no,57,0.65,67.44186046511628,42.0,42.0,43,0,,0,2026-02-20 15:15:49
401,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,62,0.65,81.57894736842105,74.0,74.0,38,0,,0,2026-02-20 15:15:49
402,v2,KXLOWTPHIL-26FEB21-B37.5,PHI,low,no,79,0.4,47.61904761904761,34.0,34.0,21,0,,0,2026-02-20 15:15:49
403,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,78,0.5,95.45454545454545,42.0,42.0,22,0,,0,2026-02-20 15:15:49
404,v1,KXLOWTNYC-26FEB21-B37.5,NYC,low,no,76,0.4,95.83333333333334,36.0,36.0,24,0,,0,2026-02-20 15:15:49
405,v1,KXLOWTNYC-26FEB21-T38,NYC,low,no,77,0.4,95.65217391304348,36.0,36.0,23,0,,0,2026-02-20 15:15:49
406,v1,KXLOWTMIA-26FEB21-B68.5,MIA,low,no,78,0.4,90.9090909090909,67.0,67.0,22,0,,0,2026-02-20 15:15:49
407,v1,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,82,0.4,88.88888888888889,49.0,49.0,18,0,,0,2026-02-20 15:15:49
408,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,98.98989898989899,70.0,70.0,99,0,,0,2026-02-20 15:15:49
409,v1,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,3,0.5,97.9381443298969,39.0,39.0,97,0,,0,2026-02-20 15:15:49
410,v1,KXHIGHNY-26FEB21-B43.5,NYC,high,no,89,0.4,45.45454545454545,47.0,47.0,11,0,,0,2026-02-20 15:15:49
411,v1,KXHIGHPHIL-26FEB20-B50.5,PHI,high,no,88,0.44999999999999996,50.0,46.0,46.0,12,0,,0,2026-02-20 15:15:49
412,v1,KXHIGHNY-26FEB21-B45.5,NYC,high,no,77,0.4,39.130434782608695,47.0,47.0,23,0,,0,2026-02-20 15:15:49
413,v2,KXHIGHTATL-26FEB21-T72,ATL,high,no,75,0.4,96.0,67.0,67.0,25,0,,0,2026-02-20 16:15:37
414,v2,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,88,0.4,75.0,49.0,49.0,12,0,,0,2026-02-20 16:15:37
415,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,13,0.6,95.40229885057471,39.0,39.0,87,0,,0,2026-02-20 16:15:37
416,v2,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,67,0.75,96.96969696969697,74.0,74.0,33,0,,0,2026-02-20 16:15:37
417,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,68,0.6,81.25,42.0,42.0,32,0,,0,2026-02-20 16:15:37
418,v2,KXLOWTPHIL-26FEB21-T38,PHI,low,no,77,0.4,56.52173913043478,34.0,34.0,23,0,,0,2026-02-20 16:15:37
419,v2,KXHIGHTATL-26FEB21-B71.5,ATL,high,no,73,0.4,88.88888888888889,67.0,67.0,27,0,,0,2026-02-20 16:15:37
420,v2,KXHIGHTDC-26FEB21-B57.5,DC,high,no,90,0.4,30.0,54.0,54.0,10,0,,0,2026-02-20 16:15:37
421,v2,KXHIGHTDC-26FEB21-T51,DC,high,no,88,0.4,25.0,54.0,54.0,12,0,,0,2026-02-20 16:15:37
422,v2,KXLOWTPHIL-26FEB21-B37.5,PHI,low,no,74,0.4,57.692307692307686,34.0,34.0,26,0,,0,2026-02-20 16:15:37
423,v1,KXLOWTNYC-26FEB21-T38,NYC,low,no,81,0.4,94.73684210526315,36.0,36.0,19,0,,0,2026-02-20 16:15:37
424,v1,KXLOWTMIA-26FEB21-B68.5,MIA,low,no,75,0.4,92.0,67.0,67.0,25,0,,0,2026-02-20 16:15:37
425,v1,KXLOWTMIA-26FEB21-T69,MIA,low,no,90,0.4,90.0,67.0,67.0,10,0,,0,2026-02-20 16:15:37
426,v1,KXLOWTNYC-26FEB21-B35.5,NYC,low,no,78,0.4,77.27272727272727,36.0,36.0,22,0,,0,2026-02-20 16:15:37
427,v1,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,88,0.4,83.33333333333334,49.0,49.0,12,0,,0,2026-02-20 16:15:37
428,v1,KXHIGHNY-26FEB21-B43.5,NYC,high,no,85,0.4,60.0,47.0,47.0,15,0,,0,2026-02-20 16:15:37
429,v1,KXHIGHTDC-26FEB21-B57.5,DC,high,no,90,0.4,70.0,54.0,54.0,10,0,,0,2026-02-20 16:15:37
430,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,98.98989898989899,70.0,70.0,99,0,,0,2026-02-20 16:15:37
431,v1,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,13,0.5,97.70114942528735,39.0,39.0,87,0,,0,2026-02-20 16:15:37
432,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,68,0.44999999999999996,96.875,42.0,42.0,32,0,,0,2026-02-20 16:15:37
433,v2,KXHIGHTATL-26FEB21-T72,ATL,high,no,85,0.4,93.33333333333333,67.0,67.0,15,0,,0,2026-02-20 17:15:40
434,v2,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,47,0.8500000000000001,98.11320754716981,74.0,74.0,53,0,,0,2026-02-20 17:15:40
435,v2,KXHIGHTATL-26FEB20-T80,ATL,high,no,61,0.8500000000000001,97.43589743589743,74.0,74.0,39,0,,0,2026-02-20 17:15:40
436,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,69,0.7,87.09677419354838,42.0,42.0,31,0,,0,2026-02-20 17:15:40
437,v2,KXHIGHTBOS-26FEB21-B38.5,BOS,high,no,87,0.4,76.92307692307693,34.0,34.0,13,0,,0,2026-02-20 17:15:40
438,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,10,0.6,95.55555555555556,39.0,39.0,90,0,,0,2026-02-20 17:15:40
439,v2,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,89,0.4,72.72727272727273,49.0,49.0,11,0,,0,2026-02-20 17:15:40
440,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,93.93939393939394,70.0,70.0,99,0,,0,2026-02-20 17:15:40
441,v2,KXHIGHTATL-26FEB21-B71.5,ATL,high,no,73,0.4,88.88888888888889,67.0,67.0,27,0,,0,2026-02-20 17:15:40
442,v2,KXLOWTPHIL-26FEB21-T38,PHI,low,no,71,0.4,65.51724137931035,34.0,34.0,29,0,,0,2026-02-20 17:15:40
443,v1,KXLOWTNYC-26FEB21-T38,NYC,low,no,79,0.4,95.23809523809523,36.0,36.0,21,0,,0,2026-02-20 17:15:40
444,v1,KXLOWTNYC-26FEB21-B35.5,NYC,low,no,78,0.4,77.27272727272727,36.0,36.0,22,0,,0,2026-02-20 17:15:40
445,v1,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,89,0.4,90.9090909090909,49.0,49.0,11,0,,0,2026-02-20 17:15:40
446,v1,KXHIGHNY-26FEB21-B43.5,NYC,high,no,85,0.4,60.0,47.0,47.0,15,0,,0,2026-02-20 17:15:40
447,v1,KXHIGHTBOS-26FEB21-B38.5,BOS,high,no,87,0.4,69.23076923076923,34.0,34.0,13,0,,0,2026-02-20 17:15:40
448,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,69,0.5499999999999999,96.7741935483871,42.0,42.0,31,0,,0,2026-02-20 17:15:40
449,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,98.98989898989899,70.0,70.0,99,0,,0,2026-02-20 17:15:40
450,v1,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,10,0.5,97.77777777777777,39.0,39.0,90,0,,0,2026-02-20 17:15:40
451,v1,KXHIGHTDC-26FEB21-B55.5,DC,high,no,78,0.4,54.54545454545454,54.0,54.0,22,0,,0,2026-02-20 17:15:40
452,v1,KXLOWTNYC-26FEB21-B37.5,NYC,low,no,70,0.4,96.66666666666667,36.0,36.0,30,0,,0,2026-02-20 17:15:40
453,v2,KXHIGHMIA-26FEB21-B85.5,MIA,high,no,82,0.4,94.44444444444444,79.0,79.0,18,0,,0,2026-02-20 21:15:41
454,v2,KXHIGHNY-26FEB21-B49.5,NYC,high,no,83,0.4,94.11764705882352,46.0,46.0,17,0,,0,2026-02-20 21:15:41
455,v2,KXHIGHTBOS-26FEB21-B32.5,BOS,high,no,75,0.4,96.0,29.0,29.0,25,0,,0,2026-02-20 21:15:41
456,v2,KXHIGHTBOS-26FEB21-B36.5,BOS,high,no,76,0.4,95.83333333333334,29.0,29.0,24,0,,0,2026-02-20 21:15:41
457,v2,KXHIGHPHIL-26FEB21-B51.5,PHI,high,no,78,0.4,95.45454545454545,48.0,48.0,22,0,,0,2026-02-20 21:15:41
458,v2,KXHIGHTATL-26FEB21-T72,ATL,high,no,86,0.4,92.85714285714286,69.0,69.0,14,0,,0,2026-02-20 21:15:41
459,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,12,0.7,98.86363636363636,42.0,42.0,88,0,,0,2026-02-20 21:15:41
460,v2,KXLOWTPHIL-26FEB21-T38,PHI,low,no,80,0.4,75.0,33.0,33.0,20,0,,0,2026-02-20 21:15:41
461,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,93.93939393939394,70.0,70.0,99,0,,0,2026-02-20 21:15:41
462,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,5,0.5,88.42105263157895,39.0,39.0,95,0,,0,2026-02-20 21:15:41
463,v1,KXLOWTPHIL-26FEB21-T38,PHI,low,no,80,0.4,80.0,33.0,33.0,20,0,,0,2026-02-20 21:15:41
464,v1,KXHIGHPHIL-26FEB21-B51.5,PHI,high,no,78,0.4,77.27272727272727,48.0,48.0,22,0,,0,2026-02-20 21:15:41
465,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,12,0.5499999999999999,95.45454545454545,42.0,42.0,88,0,,0,2026-02-20 21:15:41
466,v1,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,19,0.7000000000000001,92.5925925925926,75.0,75.0,81,0,,0,2026-02-20 21:15:41
467,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,95.95959595959596,70.0,70.0,99,0,,0,2026-02-20 21:15:41
468,v1,KXLOWTMIA-26FEB21-B64.5,MIA,low,no,79,0.4,47.61904761904761,67.0,67.0,21,0,,0,2026-02-20 21:15:41
469,v1,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,5,0.5,94.73684210526315,39.0,39.0,95,0,,0,2026-02-20 21:15:41
470,v1,KXLOWTNYC-26FEB21-B33.5,NYC,low,no,82,0.4,44.44444444444444,35.0,35.0,18,0,,0,2026-02-20 21:15:41
471,v1,KXLOWTNYC-26FEB21-B37.5,NYC,low,no,63,0.4,97.2972972972973,35.0,35.0,37,0,,0,2026-02-20 21:15:41
472,v1,KXLOWTMIA-26FEB21-B68.5,MIA,low,no,72,0.4,89.28571428571429,67.0,67.0,28,0,,0,2026-02-20 21:15:41
473,v2,KXHIGHMIA-26FEB21-B85.5,MIA,high,no,82,0.4,94.44444444444444,79.0,79.0,18,0,,0,2026-02-20 22:15:41
474,v2,KXHIGHNY-26FEB21-B49.5,NYC,high,no,84,0.4,93.75,46.0,46.0,16,0,,0,2026-02-20 22:15:41
475,v2,KXHIGHPHIL-26FEB21-B51.5,PHI,high,no,76,0.4,95.83333333333334,48.0,48.0,24,0,,0,2026-02-20 22:15:41
476,v2,KXHIGHTBOS-26FEB21-B36.5,BOS,high,no,78,0.4,95.45454545454545,29.0,29.0,22,0,,0,2026-02-20 22:15:41
477,v2,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,86,0.4,92.85714285714286,48.0,48.0,14,0,,0,2026-02-20 22:15:41
478,v2,KXHIGHTATL-26FEB21-T72,ATL,high,no,87,0.4,92.3076923076923,69.0,69.0,13,0,,0,2026-02-20 22:15:41
479,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,17,0.6,98.79518072289156,42.0,42.0,83,0,,0,2026-02-20 22:15:41
480,v2,KXHIGHTDC-26FEB20-B54.5,DC,high,no,10,0.75,98.88888888888889,54.0,54.0,90,0,,0,2026-02-20 22:15:41
481,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,93.93939393939394,70.0,70.0,99,0,,0,2026-02-20 22:15:41
482,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,71,0.5,89.65517241379311,39.0,39.0,29,0,,0,2026-02-20 22:15:41
483,v1,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,86,0.4,92.85714285714286,48.0,48.0,14,0,,0,2026-02-20 22:15:41
484,v1,KXHIGHPHIL-26FEB21-B51.5,PHI,high,no,76,0.4,79.16666666666666,48.0,48.0,24,0,,0,2026-02-20 22:15:41
485,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,95.95959595959596,70.0,70.0,99,0,,0,2026-02-20 22:15:41
486,v1,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,6,0.65,91.48936170212765,75.0,75.0,94,0,,0,2026-02-20 22:15:41
487,v1,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,45,0.5,90.9090909090909,39.0,39.0,55,0,,0,2026-02-20 22:15:41
488,v1,KXLOWTNYC-26FEB21-B33.5,NYC,low,no,82,0.4,44.44444444444444,35.0,35.0,18,0,,0,2026-02-20 22:15:41
489,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,17,0.44999999999999996,95.18072289156626,42.0,42.0,83,0,,0,2026-02-20 22:15:41
490,v1,KXLOWTNYC-26FEB21-B37.5,NYC,low,no,63,0.4,97.2972972972973,35.0,35.0,37,0,,0,2026-02-20 22:15:41
491,v1,KXLOWTMIA-26FEB21-B68.5,MIA,low,no,72,0.4,89.28571428571429,67.0,67.0,28,0,,0,2026-02-20 22:15:41
492,v1,KXLOWTNYC-26FEB21-B35.5,NYC,low,no,72,0.4,85.71428571428571,35.0,35.0,28,0,,0,2026-02-20 22:15:41
493,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,75,0.6,92.0,38.0,38.0,25,0,,0,2026-02-20 23:15:36
494,v2,KXHIGHTBOS-26FEB21-B36.5,BOS,high,no,78,0.4,95.45454545454545,29.0,29.0,22,0,,0,2026-02-20 23:15:36
495,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,8,0.6,98.91304347826086,46.0,46.0,92,0,,0,2026-02-20 23:15:36
496,v2,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,6,0.75,98.93617021276596,69.0,69.0,94,0,,0,2026-02-20 23:15:36
497,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,29,0.6,88.73239436619718,38.0,38.0,71,0,,0,2026-02-20 23:15:36
498,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,93.93939393939394,70.0,70.0,99,0,,0,2026-02-20 23:15:36
499,v2,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,90,0.4,60.0,48.0,48.0,10,0,,0,2026-02-20 23:15:36
500,v2,KXHIGHTBOS-26FEB21-B32.5,BOS,high,no,75,0.4,56.00000000000001,29.0,29.0,25,0,,0,2026-02-20 23:15:36
501,v2,KXHIGHMIA-26FEB21-B85.5,MIA,high,no,86,0.4,35.714285714285715,79.0,79.0,14,0,,0,2026-02-20 23:15:36
502,v2,KXHIGHNY-26FEB21-B49.5,NYC,high,no,84,0.4,31.25,46.0,46.0,16,0,,0,2026-02-20 23:15:36
503,v1,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,90,0.4,90.0,48.0,48.0,10,0,,0,2026-02-20 23:15:36
504,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,95.95959595959596,70.0,70.0,99,0,,0,2026-02-20 23:15:36
505,v1,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,29,0.5,92.95774647887323,38.0,38.0,71,0,,0,2026-02-20 23:15:36
506,v1,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,6,0.65,92.5531914893617,69.0,69.0,94,0,,0,2026-02-20 23:15:36
507,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,8,0.44999999999999996,98.91304347826086,46.0,46.0,92,0,,0,2026-02-20 23:15:36
508,v1,KXLOWTNYC-26FEB21-B33.5,NYC,low,no,82,0.4,44.44444444444444,35.0,35.0,18,0,,0,2026-02-20 23:15:36
509,v1,KXLOWTNYC-26FEB21-B37.5,NYC,low,no,65,0.4,97.14285714285714,35.0,35.0,35,0,,0,2026-02-20 23:15:36
510,v1,KXLOWTMIA-26FEB21-B68.5,MIA,low,no,72,0.4,89.28571428571429,67.0,67.0,28,0,,0,2026-02-20 23:15:36
511,v1,KXHIGHTDC-26FEB21-B55.5,DC,high,no,87,0.4,46.15384615384615,53.0,53.0,13,0,,0,2026-02-20 23:15:36
512,v1,KXLOWTNYC-26FEB21-B35.5,NYC,low,no,72,0.4,85.71428571428571,35.0,35.0,28,0,,0,2026-02-20 23:15:36
513,v2,KXHIGHTATL-26FEB21-B65.5,ATL,high,no,89,0.65,81.81818181818183,69.0,69.0,11,0,,0,2026-02-21 00:15:37
514,v2,KXLOWTMIA-26FEB21-B64.5,MIA,low,no,76,0.5,75.0,70.0,70.0,24,0,,0,2026-02-21 00:15:37
515,v2,KXLOWTNYC-26FEB21-B33.5,NYC,low,no,90,0.6,60.0,38.0,38.0,10,0,,0,2026-02-21 00:15:37
516,v2,KXHIGHTBOS-26FEB21-B36.5,BOS,high,no,77,0.65,69.56521739130434,29.0,29.0,23,0,,0,2026-02-21 00:15:37
517,v2,KXHIGHPHIL-26FEB21-B51.5,PHI,high,no,75,0.55,68.0,48.0,48.0,25,0,,0,2026-02-21 00:15:37
518,v2,KXHIGHMIA-26FEB21-B85.5,MIA,high,no,86,0.5,42.857142857142854,79.0,79.0,14,0,,0,2026-02-21 00:15:37
519,v2,KXHIGHNY-26FEB21-B49.5,NYC,high,no,84,0.5,31.25,46.0,46.0,16,0,,0,2026-02-21 00:15:37
520,v2,KXLOWTNYC-26FEB21-B35.5,NYC,low,no,67,0.6,60.60606060606061,38.0,38.0,33,0,,0,2026-02-21 00:15:37
521,v2,KXHIGHTATL-26FEB21-B67.5,ATL,high,no,74,0.65,65.38461538461539,69.0,69.0,26,0,,0,2026-02-21 00:15:37
522,v2,KXLOWTMIA-26FEB21-B66.5,MIA,low,no,62,0.5,57.89473684210527,70.0,70.0,38,0,,0,2026-02-21 00:15:37
523,v1,KXHIGHMIA-26FEB21-B81.5,MIA,high,no,84,0.5,62.5,79.0,79.0,16,0,,0,2026-02-21 00:15:37
524,v1,KXHIGHTATL-26FEB21-B71.5,ATL,high,no,80,0.4,95.0,69.0,69.0,20,0,,0,2026-02-21 00:15:37
525,v1,KXHIGHPHIL-26FEB21-B51.5,PHI,high,no,75,0.55,68.0,48.0,48.0,25,0,,0,2026-02-21 00:15:37
526,v1,KXLOWTMIA-26FEB21-B64.5,MIA,low,no,76,0.2,83.33333333333334,70.0,70.0,24,0,,0,2026-02-21 00:15:37
527,v1,KXHIGHTATL-26FEB21-B65.5,ATL,high,no,89,0.2,90.9090909090909,69.0,69.0,11,0,,0,2026-02-21 00:15:37
528,v1,KXLOWTNYC-26FEB21-B37.5,NYC,low,no,67,0.35,96.96969696969697,38.0,38.0,33,0,,0,2026-02-21 00:15:37
529,v1,KXLOWTMIA-26FEB21-B68.5,MIA,low,no,74,0.35,96.15384615384616,70.0,70.0,26,0,,0,2026-02-21 00:15:37
530,v1,KXHIGHTDC-26FEB21-T51,DC,high,no,82,0.65,16.666666666666664,53.0,53.0,18,0,,0,2026-02-21 00:15:37
531,v1,KXLOWTMIA-26FEB21-B66.5,MIA,low,no,62,0.2,97.36842105263158,70.0,70.0,38,0,,0,2026-02-21 00:15:37
532,v1,KXHIGHTATL-26FEB21-B69.5,ATL,high,no,71,0.25,96.55172413793103,69.0,69.0,29,0,,0,2026-02-21 00:15:37
